,political instability,geopolitical factors,currency fluctuations,investment demand,supply demand,industrial demand,natural disasters,date
196,0.787387,0.74143916,0.64209604,0.65452754,0.68435943,0.68059593,0.99999994,2020-03-13
197,0.77124345,0.73343694,0.6136739,0.6470165,0.68414366,0.68396723,0.9999999,2020-02-21
198,0.7540376,0.71345556,0.587875,0.59140205,0.6261186,0.6173711,1.0,2020-01-19
199,0.74736583,0.6988436,0.60022604,0.5911067,0.64824915,0.6374034,1.0000001,2019-11-26
200,0.75784624,0.71360326,0.60032535,0.6039275,0.6484385,0.6414108,1.0,2020-02-10
201,0.7743355,0.74289197,0.64412296,0.63874006,0.68952787,0.6810279,0.99999994,2020-03-12
202,0.75406563,0.71050686,0.61555856,0.6347447,0.6610446,0.6470411,1.0,2019-11-25
203,0.7506691,0.70260847,0.61343145,0.62021446,0.66596055,0.6627283,1.0000002,2019-11-24
204,0.77700865,0.7239572,0.6403444,0.65712947,0.6961615,0.6821636,1.0000001,2020-03-15
205,0.7672998,0.7293453,0.65145415,0.62368846,0.6791029,0.6939452,1.0,2020-03-14
206,0.7694069,0.72035664,0.63681084,0.63346016,0.6821685,0.6617481,1.0,2019-11-23
207,0.7688324,0.72334677,0.60972047,0.6192776,0.658075,0.65431523,1.0000002,2020-02-15
208,0.7495228,0.7051219,0.61406374,0.6074315,0.64920485,0.6610613,0.99999994,2020-03-13
209,0.7298735,0.6888072,0.56274354,0.58427966,0.6250508,0.61353064,1.0000001,2020-02-21
210,0.75420535,0.7075169,0.57942975,0.59413743,0.62830675,0.62777,0.9999999,2020-01-19
211,0.7555191,0.7153698,0.6018495,0.63829035,0.6775823,0.683745,1.0,2019-11-26
212,0.750793,0.6953311,0.5749194,0.57415134,0.62389,0.6189611,1.0,2020-02-10
213,0.74370825,0.69210273,0.60904145,0.60295254,0.65116364,0.6471522,0.99999994,2020-03-12
214,0.7346982,0.6866011,0.5695766,0.6032363,0.6440296,0.6354077,1.0,2019-11-25
215,0.7639452,0.7015284,0.56794703,0.59104574,0.634901,0.63199294,0.9999999,2019-11-24
216,0.7553764,0.70961595,0.60283315,0.64159703,0.67006403,0.6673335,1.0000001,2020-03-15
217,0.7905835,0.74923766,0.6486033,0.64643323,0.69199467,0.68744934,1.0,2020-03-14
218,0.72983146,0.67575693,0.56809014,0.5859711,0.6174321,0.605628,0.9999997,2019-11-23
219,0.75018394,0.71077675,0.5969478,0.6075511,0.6658998,0.6525691,1.0,2020-02-15
220,0.76286066,0.7174842,0.61606514,0.62587285,0.6678588,0.67283034,1.0000001,2020-03-13
221,0.761566,0.71854764,0.61581755,0.6497395,0.68440723,0.68905807,1.0,2020-02-21
